类别,月份,序号,车型,销量,口碑评分,价格区间,图片链接
轿车,2025-01,33,亚洲龙,8573,4.42,17.88-25.68万,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M01/EA/96/872x666_autohomecar__ChwFlGJEP4CAeGEmAAiQ_2T_Oss202.png
轿车,2025-01,34,领克03,8260,4.45,12.78-42.03万,https://g.autoimg.cn/@img/car2/cardfs/series/g29/M06/7E/2E/872x666_autohomecar__Chxkm2MQEz-ACEzVAAiQ7S1EZDI965.png
轿车,2025-01,35,小鹏P7+,8114,4.53,18.68-20.88万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M01/49/6C/872x666_autohomecar__Chtk2Wc3BI-AJ6Q-AAYWvGlaV68748.png
轿车,2025-01,36,Model 3,8009,4.58,23.55-33.95万,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M0A/98/B3/872x666_autohomecar__CjIFU2VuxAiAMliVAAdeidm7fSE232.png
轿车,2025-01,37,长安Lumin,7861,4.53,3.79-6.59万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M09/32/31/872x666_autohomecar__ChxoHWgCI9CASsXYAAYTmKfMAyo989.png
轿车,2025-01,38,长安UNI-V,7080,4.54,10.89-13.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M02/7A/8D/872x666_autohomecar__ChtlyGYrRo-ABbXxAAZ-4aseQKc194.png
轿车,2025-01,39,宝来,7035,4.23,11.29-14.39万,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M01/FF/C8/872x666_autohomecar__ChwFkmKW8smAacBLAAeBP8vnBsw293.png
轿车,2025-01,40,伊兰特,6707,4.49,9.98-14.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g26/M07/F4/91/872x666_autohomecar__ChxkjmTsRAKAHPa5AAbFjTDIXTo099.png
轿车,2025-01,41,荣威i5,6340,4.14,6.89-9.09万,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M03/17/F2/872x666_autohomecar__Chxky2SwK0GAOmkmAAb4EKFMuzg437.png
轿车,2025-01,42,MG5,6134,4.52,6.79-9.99万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M0B/AF/D9/872x666_autohomecar__ChxkPWbO-TKAGWg1AAgnBXW1A74225.png
轿车,2025-01,43,蒙迪欧,5706,4.48,14.98-22.98万,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M00/E1/A5/872x666_autohomecar__ChxknGIYlF6Ac-VRAAX0Zl3kFl0941.png
轿车,2025-01,44,天籁,5522,4.49,17.98-23.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M01/01/B6/872x666_autohomecar__ChtliGMtHGqAO-NjAAet7U-vsWA491.png
轿车,2025-01,45,奔腾小马,5316,4.50,2.49-5.39万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M02/2F/8F/872x666_autohomecar__ChxoHmYvZpKAVhtxAAactKqbZBU068.png
轿车,2025-01,46,君越,5112,4.58,17.99-23.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M01/92/E0/872x666_autohomecar__ChxknGRi7g-AVghJAAfPE9KtPM4039.png
轿车,2025-01,47,凯迪拉克CT5,5069,4.37,28.99-34.59万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M00/55/5E/872x666_autohomecar__ChxoHme0JKCAC2MnAAd0Pt5fo8k135.png
轿车,2025-01,48,型格,4684,4.48,12.99-18.69万,https://g.autoimg.cn/@img/car2/cardfs/series/g27/M03/DD/4E/872x666_autohomecar__ChwFkWGt1jWAeJ1pAAXm4istgts840.png
轿车,2025-01,49,海豚,4655,4.53,9.98-12.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M02/B8/EB/872x666_autohomecar__ChtlyGeq9jiAReUYAAdKAtoZaRE338.png
轿车,2025-01,50,奥迪A3,4535,4.48,16.59-20.99万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M06/F6/22/872x666_autohomecar__ChxkPWckw4SAfaoMAAa1kzYilZ0864.png
