类别,月份,序号,车型,销量,口碑评分,价格区间,图片链接
全部,2025-02,25,探岳,10840,4.45,19.89-25.99万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M08/29/06/872x666_autohomecar__ChxkPmc1iqCAAZjkAAlW5pX_ogI753.png
全部,2025-02,26,奔驰GLC,10827,4.48,42.78-53.13万,https://g.autoimg.cn/@img/car3/cardfs/series/g28/M02/64/AD/872x666_autohomecar__CjIFVGRCV4uATX20AAidgPiKqI0830.png
全部,2025-02,27,元PLUS,10758,4.48,11.58-14.78万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M01/45/06/872x666_autohomecar__ChxoHmfH_HmASVmOAAeJPWhuAfk369.png
全部,2025-02,28,捷途X70,10613,4.86,10.69-14.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M04/5B/58/872x666_autohomecar__ChxoHWYfKkeAbZ6uAAktQqI4Scg586.png
全部,2025-02,29,瑞虎8,10608,4.51,9.78-16.19万,https://g.autoimg.cn/@img/car3/cardfs/series/g16/M14/7A/D2/872x666_autohomecar__ChsEzWDySFaAKqAOAAXuzLRNiAw734.png
全部,2025-02,30,博越L,10595,4.50,9.99-14.97万,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M06/6D/81/872x666_autohomecar__ChxknGgIWkqAZHZJAAk5X3B5rVY419.png
全部,2025-02,31,红旗H5,10540,4.49,15.98-22.58万,https://g.autoimg.cn/@img/car3/cardfs/series/g26/M08/FE/7B/872x666_autohomecar__ChxkjmS_m_2AJT-eAAgFleAqYOQ278.png
全部,2025-02,32,元UP,10490,4.48,9.68-11.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M04/B8/EC/872x666_autohomecar__ChtlyGeq9keANi2NAAaoXlveBDQ712.png
全部,2025-02,33,汉,10444,4.42,16.58-25.98万,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M05/18/E7/872x666_autohomecar__ChsFJ2JSj76AcuOOAAg0TVWXz0E905.png
全部,2025-02,34,奥迪A6L,10333,4.53,42.79-65.68万,https://g.autoimg.cn/@img/car2/cardfs/series/g27/M04/E1/B4/872x666_autohomecar__ChxkmWLrMY-AS6aWAAfmdU71qeo540.png
全部,2025-02,35,途观L,10330,4.38,18.68-26.68万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M08/68/CE/872x666_autohomecar__ChxkPmZhJvOAJn5pAAgvy8MPV8o426.png
全部,2025-02,36,凯美瑞,10289,4.37,17.18-25.98万,https://g.autoimg.cn/@img/car2/cardfs/series/g27/M06/81/DE/872x666_autohomecar__ChtlxmVXB2-AE8MkAAJwaX9zvaU302.png
全部,2025-02,37,五菱缤果,10163,4.52,5.68-8.48万,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M03/04/D8/872x666_autohomecar__ChxknGV4EEGAdC_6AAfVjvUbzRc807.png
全部,2025-02,38,银河星舰7 EM-i,10070,4.48,9.78-13.08万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M01/3B/24/872x666_autohomecar__ChxkPmblQPiAXZj6AAZPE3cU230496.png
全部,2025-02,39,长安Lumin,9970,4.53,3.79-6.59万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M09/32/31/872x666_autohomecar__ChxoHWgCI9CASsXYAAYTmKfMAyo989.png
全部,2025-02,40,途岳,9764,4.46,12.59-21.66万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M02/D5/2C/872x666_autohomecar__ChxkPmbRMQSAU_O7AAiy4uJJAnY601.png
全部,2025-02,41,奔驰E级,9701,4.43,45.18-59.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g28/M04/25/71/872x666_autohomecar__Chtlx2UwlmOAMM84AAIto3o2R6g442.png
全部,2025-02,42,驱逐舰05,9347,4.52,7.98-13.68万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M08/35/2F/872x666_autohomecar__ChxoHmW4yg6ABc33AAYuGIYuF_g057.png
全部,2025-02,43,宝马3系,9051,4.52,31.99-39.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M03/EE/48/872x666_autohomecar__Chtk2Wc-0A2AGKUSAAfb3s50zos139.png
全部,2025-02,44,卡罗拉锐放,9017,4.33,12.98-18.48万,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M07/AE/58/872x666_autohomecar__CjIFVmSiNxOAPF2IAAfOUjh4-LQ889.png
全部,2025-02,45,奔驰C级,8851,4.48,33.48-38.06万,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M0A/DC/30/872x666_autohomecar__ChsEoGEZx5uAaw2TAAoJpgDJbI8230.png
全部,2025-02,46,智界R7,8748,4.51,24.98-33.98万,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M01/3F/6A/872x666_autohomecar__Chtk2Wbz3AKANjnsAAhNmPKhrPo659.png
全部,2025-02,47,奥迪Q5L,8646,4.57,34.98-42.98万,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M06/79/A0/872x666_autohomecar__ChxkmmgIjj-Acj-IAAdr482B40E863.png
全部,2025-02,48,逸动,8557,4.57,7.29-9.69万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M04/B3/25/872x666_autohomecar__ChxoHmX7qFeAB57VAAX0YR3-sPI742.png
全部,2025-02,49,宋L DM-i,8555,4.44,13.58-17.58万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M0B/97/FF/872x666_autohomecar__ChxkPWaiD_KAe4qMAAdGMR1VQ9k810.png
全部,2025-02,50,本田CR-V,8359,4.42,18.59-26.39万,https://g.autoimg.cn/@img/car2/cardfs/series/g27/M03/90/D7/872x666_autohomecar__ChtlxmSelOeAdMFjAAiiXGL6CXM783.png
