类别,月份,序号,车型,销量,口碑评分,价格区间,图片链接
SUV,2025-04,29,奔驰GLC,8807,4.47,42.78-53.13万,https://g.autoimg.cn/@img/car3/cardfs/series/g28/M02/64/AD/872x666_autohomecar__CjIFVGRCV4uATX20AAidgPiKqI0830.png
SUV,2025-04,30,威兰达,8228,4.47,17.38-26.48万,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M00/FA/C1/872x666_autohomecar__ChwFjl6m2euAYiS0AAhUF85qvhE601.png
SUV,2025-04,31,皓影,8191,4.47,18.59-26.39万,https://g.autoimg.cn/@img/car2/cardfs/series/g25/M09/7E/95/872x666_autohomecar__ChtliGOlkF-AW557AAmGDynKn8A610.png
SUV,2025-04,32,理想L7,8102,4.56,30.18-35.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M06/1F/55/872x666_autohomecar__ChtlxmgvFKaAGmTaAAV94eOnU7w267.png
SUV,2025-04,33,深蓝S05,7549,4.48,11.99-14.59万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M09/80/1A/872x666_autohomecar__ChxoHmZBjWGAFfcqAAdru9xj-NI338.png
SUV,2025-04,34,长安X5 PLUS,7447,4.48,8.99-11.09万,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M04/BB/C2/872x666_autohomecar__CjIFU2WDo2GAMw_TAAV6DYd4FU4646.png
SUV,2025-04,35,AION Y,7364,4.59,9.98-14.58万,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M05/1E/69/872x666_autohomecar__ChtliGM2rW2AAKCrAAkX86oWZF0331.png
SUV,2025-04,36,零跑C10,7256,4.54,12.28-16.88万,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M05/D2/DC/872x666_autohomecar__Chtlx2WFZ0qAfTfcAAdfP7WF9sk702.png
SUV,2025-04,37,逍客,7121,4.51,12.59-17.49万,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M04/9F/C6/872x666_autohomecar__ChtlxmTVnoiAO2gXAAhg43eeU6E094.png
SUV,2025-04,38,蔚来ES6,6866,4.60,33.80-39.60万,https://g.autoimg.cn/@img/car3/cardfs/series/g28/M00/B8/7D/872x666_autohomecar__ChxkmmghWiCAJmF9AAawahbad2w219.png
SUV,2025-04,39,捷途自由者,6742,4.54,12.49-15.49万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M0A/BC/39/872x666_autohomecar__ChxoHWfK3hmAet4JAAjfBn_47kA355.png
SUV,2025-04,40,铂智3X,6727,4.68,10.98-15.98万,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M01/8C/07/872x666_autohomecar__ChxoHmfJpNKADWKXAAgRGSYHIvE058.png
SUV,2025-04,41,红旗HS5,6541,4.55,18.38-24.98万,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M04/EE/74/872x666_autohomecar__ChxknGRY7jGAaZ8dAAk912C4Q7w500.png
SUV,2025-04,42,唐新能源,6269,4.46,17.98-26.98万,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M06/8F/C1/872x666_autohomecar__ChxkPWcgSDmAKOacAAij6K5NdKY698.png
SUV,2025-04,43,领克Z20,6238,4.51,13.59-15.09万,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M00/3B/2A/872x666_autohomecar__ChxkPmblQVWAREBaAAZjmyKsUDc151.png
SUV,2025-04,44,捷途X70,5943,4.86,10.69-14.99万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M04/5B/58/872x666_autohomecar__ChxoHWYfKkeAbZ6uAAktQqI4Scg586.png
SUV,2025-04,45,沃尔沃XC60,5876,4.56,39.69-47.49万,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M09/8A/7D/872x666_autohomecar__ChxkmmSiNQ-AMmK2AAo-tq8rf2g171.png
SUV,2025-04,46,哈弗猛龙新能源,5608,4.55,16.58-19.28万,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M07/03/BA/872x666_autohomecar__ChxknGV4DWqAHsAeAAjVNSz-wr0709.png
SUV,2025-04,47,长安CS55PLUS,5514,4.54,9.29-12.59万,https://g.autoimg.cn/@img/car3/cardfs/series/g26/M02/00/1D/872x666_autohomecar__ChsEnGEQqLaAO-XkAArnc_UbbvA575.png
SUV,2025-04,48,长安UNI-Z新能源,5511,4.43,11.79-13.39万,https://g.autoimg.cn/@img/car2/cardfs/series/g27/M0B/6C/21/872x666_autohomecar__ChtlxmVUmcCAL0U_AAaz2nx3dKM383.png
SUV,2025-04,49,小鹏G6,5485,4.59,17.68-19.88万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M02/7D/3D/872x666_autohomecar__ChxoHWfUDQSAWSX_AAf_nZS3nXI359.png
SUV,2025-04,50,宝马X5,5379,4.46,61.50-83.00万,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M08/B3/97/872x666_autohomecar__ChxoHmYhBHGAcuvhAAhJqbwiZEs209.png
